NAME,ref_G,ref_FGA,ref_FTA,ref_PF,ref_PTS,ref_FGA_pgrel,ref_FTA_pgrel,ref_PF_pgrel,ref_PTS_pgrel,ref_home_win_loss,ref_home_FGA,ref_home_FTA,ref_home_PF,ref_home_PTS,ref_away_win_loss,ref_away_FGA,ref_away_FTA,ref_away_PF,ref_away_PTS,ref_win_loss_hvrel,ref_FGA_hvrel,ref_FTA_hvrel,ref_PF_hvrel,ref_PTS_hvrel
Ray Acosta,374,175.3296791,46.35427807,40.12834225,223.2229947,-1.223262032,0.828877005,-0.061764706,-0.832085561,0.574794118,88.15588235,23.40320856,19.7644385,112.6815508,0.425205882,87.18930481,22.96791444,20.34839572,110.5665775,0.012414439,0.993582888,-0.059090909,-0.289304813,-0.034491979
Brandon Adair,290,177.6589655,43.56758621,38.20172414,222.0496552,0.806551724,-1.981724138,-1.913793103,-2.783448276,0.531106897,88.73482759,21.76862069,19.16413793,111.2393103,0.468893103,88.90448276,21.8137931,19.00241379,110.8358621,-0.071037931,-0.136206897,-0.571034483,0.463103448,-1.618965517
Brent Barnaky,818,171.2255501,44.86124694,39.40012225,212.3255501,-0.159413203,-1.003422983,-0.879706601,-0.244987775,0.563617359,85.38899756,22.92836186,19.45635697,107.1652812,0.436382641,85.83765281,21.93239609,19.96295844,105.1764059,-0.031239609,-0.387408313,0.256968215,-0.004889976,-0.505134474
Curtis Blair,896,170.2719866,45.69095982,40.22053571,210.5132813,-0.104910714,-0.52265625,-0.227678571,-0.693638393,0.555774554,85.04564732,23.40212054,19.8671875,106.1106027,0.444225446,85.20122768,22.29129464,20.35502232,104.4082589,-0.051197545,-0.109933036,0.290178571,0.048325893,-0.809040179
Matt Boland,1192,168.080453,47.68288591,41.96996644,205.6830537,0.59135906,0.110738255,0.536493289,-0.783473154,0.571363255,84.12667785,24.06736577,20.82877517,103.9034396,0.428636745,83.97558725,23.61493289,21.15008389,101.792198,-0.03308557,0.12659396,-0.507634228,0.32885906,-0.639848993
Tony Brothers,1804,165.537306,49.10587583,42.61186253,203.1608093,-0.123115299,0.696895787,0.291019956,0.576662971,0.578783259,82.92505543,24.96807095,20.99035477,102.8930155,0.421252217,82.60421286,24.13614191,21.63736142,100.2767184,-0.026045455,0.179600887,-0.07732816,-0.030044346,-0.268569845
Nick Buchert,814,170.2595823,46.22518428,40.75982801,211.7418919,-1.048402948,0.368427518,0.467444717,-0.662407862,0.57987715,84.95233415,23.47469287,20.11855037,107.0007371,0.42012285,85.32874693,22.75761671,20.63513514,104.72543,0.00147543,-0.302211302,-0.042260442,0.011425061,-0.192137592
John Butler,219,178.0575342,45.88767123,39.52191781,224.9013699,1.293150685,0.273972603,-0.378082192,-0.805479452,0.566369863,89.03561644,22.79315068,19.74246575,113.3712329,0.434068493,89.0260274,23.09041096,19.75890411,111.5260274,0.005068493,0.095890411,-0.816438356,0.221917808,-0.179452055
James Capers Jr.,1653,166.0717483,47.57519661,42.10090744,201.2208711,0.559165154,-0.708348457,-0.168844525,-0.725166364,0.628503327,83.12123412,24.39213551,20.61760436,102.2155475,0.371496673,82.93448276,23.17495463,21.47725348,98.98802178,0.072914701,0.054506957,0.294071385,-0.259951603,0.338656987
Derrick Collins,1335,167.1453933,47.12644195,41.19153558,204.227191,0.481048689,-0.387041199,-0.366516854,0.274082397,0.592526592,83.41460674,24.11625468,20.22561798,103.5354307,0.407473408,83.7352809,23.01423221,20.95123596,100.6870412,0.005225468,-0.371011236,0.173932584,-0.1,0.0082397
John Conley,134,176.6477612,45.48208955,40.1738806,225.9089552,0.037313433,-0.175373134,0.491044776,-0.4,0.522574627,88.68059701,22.79477612,20.16791045,113.6567164,0.477425373,87.96716418,22.68731343,20,112.2044776,-0.084619403,0.803731343,-0.415671642,0.390298507,-0.573880597
Sean Corbin,1608,164.9388682,49.43264925,42.67904229,202.2075871,-0.340858209,0.552425373,0.015174129,0.364552239,0.625011194,82.35304726,25.66753731,20.79371891,102.8861318,0.374988806,82.5965796,23.76330846,21.87835821,99.32300995,0.06419403,-0.378109453,0.962810945,-0.477549751,0.642226368
Kevin Cutler,776,171.5068299,45.37667526,39.90528351,212.7479381,0.33556701,-0.455541237,-0.377190722,0.651546392,0.57723067,85.59536082,23.44188144,19.36829897,107.7555412,0.42276933,85.92731959,21.95,20.52332474,105.0079897,-0.003833763,-0.280798969,0.760695876,-0.583891753,0.266237113
Mousa Dagher,239,176.0338912,45.74937238,40.70585774,225.6355649,-0.910041841,0.148953975,0.617991632,0.40209205,0.531276151,88.42594142,22.31589958,20.51589958,113.9995816,0.468857741,87.63138075,23.4334728,20.18995816,111.6912134,-0.068468619,0.917573222,-1.633472803,0.59790795,0.248117155
Eric Dalen,792,170.3941919,44.53131313,38.8584596,207.0606061,0.699368687,-1.839520202,-1.652777778,-2.71780303,0.583291667,85.10871212,22.68762626,19.07916667,104.6914141,0.416708333,85.27739899,21.84368687,19.79027778,102.3691919,2.65E-05,-0.111111111,-0.049368687,-0.123989899,-0.239393939
Marc Davis,1586,166.7906683,47.59413619,40.95409836,203.5716267,0.319041614,-0.237894073,-0.910466583,-0.073833544,0.582656368,83.30775536,24.29659521,20.27717528,102.9428752,0.417383985,83.48732661,23.30119798,20.6741488,100.6288146,-0.017611602,-0.24627995,0.090226986,0.198297604,-0.544766709
J.B. DeRosa,384,178.3981771,45.69036458,40.20989583,225.4575521,1.886458333,0.236458333,0.079427083,1.466666667,0.596294271,89.25130208,23.0234375,20.03567708,113.8057292,0.403705729,89.16328125,22.6875,20.22135417,111.6518229,0.056929688,0.13671875,-0.184895833,0.12734375,0.059635417
Mitchell Ervin,507,174.5820513,49.04871795,42.3270217,222.9798817,-0.43234714,3.420315582,2.163116371,2.677120316,0.562071006,87.85483235,24.99625247,21.00216963,112.4412229,0.437928994,86.72721893,24.05285996,21.31558185,110.5512821,-0.019313609,1.187573964,0.341814596,0.107692308,-0.416568047
Cheryl Flores,70,176.3,45.5,39.7,226.9,-0.3,-1.6,-0.3,-2.5,0.457,88.3,22.3,20.6,114.5,0.543,87.9,23.2,19.1,112.4,-0.248,0.4,-1.5,1.8,-0.4
Tyler Ford,533,173.2851782,47.30056285,41.29061914,220.4786116,-1.603752345,1.706941839,1.117073171,0.583677298,0.570386492,86.27636023,24.38742964,20.25103189,111.6268293,0.429613508,87.00881801,22.87767355,21.06322702,108.8283302,-0.004489681,-0.670731707,0.886491557,-0.40619137,0.490243902
Brian Forte,1019,169.9612365,46.03464181,40.21138371,209.0480864,0.092541708,-0.356820412,-0.311187439,-1.201668302,0.55742002,84.9686948,23.17389598,19.89960746,105.6874387,0.44257998,84.99244357,22.86545633,20.32158979,103.3735034,-0.051106968,0.016486752,-0.533562316,0.142198234,-0.270068695
Scott Foster,1816,165.13337,48.90814978,43.10534141,202.2329295,-0.321255507,0.44284141,0.751596916,0.054845815,0.601918502,82.68171806,24.87863436,21.31784141,102.652533,0.398081498,82.45864537,24.02367841,21.79460352,99.57676211,0.018889317,0.084140969,-0.074229075,0.13722467,0.16376652
Pat Fraher,1369,166.6625274,48.0723886,41.30182615,205.0401753,-0.271365961,0.464572681,-0.231482834,0.113805698,0.612200877,83.47932798,24.46669102,20.32505478,104.0490139,0.387799123,83.16457268,23.60058437,20.96749452,100.9965668,0.043740687,0.244923302,-0.075675676,-0.002191381,0.200146092
Jacyn Goble,414,174.4968599,48.22077295,40.90797101,224.2847826,-1.372222222,2.770289855,0.822463768,1.730193237,0.613644928,87.21908213,24.63743961,20.09565217,113.8403382,0.386355072,87.30772947,23.5678744,20.8205314,110.4241546,0.088007246,-0.026086957,0.538405797,-0.348067633,1.219806763
John Goble,1055,170.1252133,46.26815166,40.81810427,209.3649289,0.761327014,-0.272132701,0.23450237,0.002938389,0.600004739,85.1842654,23.39033175,20.18559242,106.2488152,0.399995261,84.95364929,22.88957346,20.63023697,103.1229384,0.031108057,0.278104265,-0.398672986,0.163696682,0.498199052
Jason Goldenberg,301,175.027907,46.76943522,41.04950166,225.1106312,-1.291362126,1.321594684,0.879401993,1.686378738,0.624734219,87.26877076,23.90265781,20.20066445,114.5524917,0.375265781,87.76046512,22.84086379,20.84119601,110.5445183,0.10910299,-0.432890365,0.568106312,-0.308637874,1.857807309
Nate Green,180,176.9766667,44.81222222,39.18777778,223.8338889,0.15,-0.718333333,-0.691111111,-1.799444444,0.4887,88.33555556,22.50833333,19.42222222,111.5944444,0.5113,88.64611111,22.35944444,19.72555556,112.2238889,-0.147494444,-0.203888889,-0.407222222,-0.015,-2.579444444
David Guthrie,1072,168.2733209,47.11613806,40.89440299,208.9001866,-0.170895522,-0.077705224,-0.203358209,0.459328358,0.564287313,84.19645522,23.96548507,20.22080224,105.5196828,0.435712687,84.07126866,23.14328358,20.66968284,103.3648321,-0.042194963,0.107182836,-0.081996269,0.181623134,-0.538432836
Brent Haskill,12,179.3,46.5,39.8,231.8,2.7,-0.6,-0.2,2.4,0.5,89.3,24.7,19,117.5,0.5,90,21.8,20.8,114.3,-0.162,-0.7,2.2,-1.5,0.7
Lauren Holtkamp-Sterling,383,173.3806789,45.68798956,40.04125326,215.464752,0.682245431,0.329503916,0.103655352,0.546214099,0.566441253,86.3078329,23.354047,19.82637076,108.4488251,0.433558747,87.0381201,22.37258486,20.20443864,106.9947781,-0.010214099,-0.664490862,0.277284595,0.061618799,-0.788772846
Robert Hussey,98,173.7387755,45.44081633,37.74897959,228.2408163,-2.865306122,-0.526530612,-1.865306122,0.844897959,0.724163265,86.67346939,23.17346939,18.74285714,116.8265306,0.275836735,87.06530612,22.26734694,19.07346939,111.3693878,0.310877551,-0.17755102,0.312244898,-0.06122449,3.387755102
Simone Jelks,62,176.9548387,44.10967742,39.73709677,220.1564516,-0.003225806,-0.840322581,0.080645161,-4.846774194,0.499870968,87.88387097,22.75806452,19.57903226,111.1193548,0.500129032,89.07096774,21.3516129,20.10483871,109.116129,-0.106,-0.816129032,0.7,-0.20483871,0.488709677
Matt Kallio,90,177.7488889,46.72444444,39.19111111,228.9022222,1.153333333,0.702222222,-0.451111111,1.453333333,0.455377778,88.45111111,23.6,19.48888889,114.5177778,0.544622222,89.29777778,23.05555556,19.70222222,114.3844444,-0.228088889,-0.737777778,-0.02,0.033333333,-1.968888889
Bill Kennedy,1524,165.5726378,48.08641732,41.96167979,202.912664,-0.085629921,0.067716535,0.032217848,0.481496063,0.582610892,82.76541995,24.27821522,20.82972441,102.8270341,0.417410105,82.79566929,23.8410105,21.1351706,100.0856955,-0.019165354,-0.111220472,-0.507808399,0.291535433,-0.150656168
Courtney Kirkland,1434,166.7882148,47.07217573,41.31011158,203.590795,-0.035495119,-0.573152022,-0.300209205,-1.011785216,0.593324268,83.38451883,24.22998605,20.23898187,103.1062762,0.406675732,83.41101813,22.83640167,21.08382148,100.488424,0.006677127,-0.077126918,0.475592748,-0.249930265,-0.228940028
Marat Kogut,807,170.071995,46.71672862,40.91276332,211.1744734,-0.565055762,0.694919455,0.528376704,0.048698885,0.547737299,84.98884758,23.86344486,20.19628253,106.2639405,0.452262701,85.06394052,22.87472119,20.71672862,104.9174721,-0.065282528,-0.026022305,0.202354399,0.043246592,-1.156629492
Karl Lane,760,172.7507895,45.58315789,40.41421053,213.8978947,0.6425,-0.056973684,0.226578947,0.105657895,0.586786842,86.56789474,23.25605263,19.90894737,108.5313158,0.413213158,86.16947368,22.33657895,20.49684211,105.3742105,0.019419737,0.485526316,0.151052632,-0.101578947,0.730657895
Eric Lewis,1224,167.3169935,48.66527778,42.43267974,207.8318627,-0.753676471,1.357843137,1.253349673,0.209477124,0.571872549,83.76413399,24.77034314,20.84869281,105.0623366,0.428179739,83.56388889,23.89027778,21.57303922,102.7851307,-0.028373366,0.204738562,-0.056944444,-0.121813725,-0.446486928
Mark Lindsay,943,169.4098621,46.02587487,40.0583245,208.6212089,0.261717922,-0.429056204,-0.553764581,0.104559915,0.592790032,84.65874867,23.17253446,19.79384942,105.7387063,0.407209968,84.75535525,22.85694592,20.23806999,102.8890774,0.017376458,-0.074019088,-0.563520679,0.169989396,0.20795334
Tre Maddox,711,173.4974684,45.23206751,40.10281294,214.0627286,1.627144866,-0.462447257,-0.12559775,0.872011252,0.585185654,86.53248945,22.75457103,20.03544304,108.7165963,0.414814346,86.97285513,22.48579466,20.07566807,105.3316456,0.01383263,-0.374964838,-0.478340366,0.450914205,0.930661041
Ed Malloy,1333,167.6715679,46.84291073,40.75176294,206.0103526,0.554688672,-0.734733683,-0.711852963,0.44696174,0.588231808,83.87426857,23.89872468,20.0648162,104.5731433,0.411816204,83.7891973,22.94531133,20.68222056,101.4388597,-0.003018005,0.046136534,0.011327832,0.000450113,0.33795949
Suyash Mehta,169,176.8976331,47.09230769,40.45976331,228.8881657,0.295266272,1.649112426,0.78816568,3.168639053,0.514852071,88.28106509,24.11952663,20.22899408,114.8686391,0.485147929,88.61656805,23.00059172,20.23076923,113.9656805,-0.094792899,-0.199408284,0.621301775,0.296449704,-1.078106509
Dannica Mosher,100,175.344,45.302,39.204,219.354,-1.252,-0.62,-0.404,-7.918,0.65012,88.194,23.368,19.306,112.106,0.34988,87.072,21.946,19.898,107.248,0.16258,1.242,0.838,-0.316,2.806
Rodney Mott,1555,165.9427653,48.01819936,42.58,202.6506109,0.119421222,-0.217620579,0.418906752,-0.004565916,0.611688103,83.0421865,24.48327974,20.91434084,103.0303537,0.388311897,82.91819936,23.52418006,21.67003215,99.6392283,0.036437299,0.03659164,0.016977492,-0.128681672,0.459163987
Ashley Moyer-Gleich,234,175.7961538,46.17606838,39.6,226.5568376,-1.202136752,0.055128205,-0.562393162,-0.032051282,0.546803419,87.37094017,23.75384615,19.69017094,114.2863248,0.453196581,88.4974359,22.40940171,19.89059829,112.2854701,-0.04774359,-1.012820513,0.708119658,0.118803419,-0.167521368
Matt Myers,251,176.9888446,46.5438247,40.86494024,224.4342629,0.621513944,0.803984064,0.772111554,0.149800797,0.573796813,88.56533865,23.62270916,20.42350598,113.1541833,0.426330677,88.43984064,22.92430279,20.44143426,111.3103586,0.009760956,0.185657371,0.157370518,0.298406375,-0.348605578
Andy Nagy,197,177.0969543,44.30203046,38.48629442,226.9812183,0.487817259,-1.199492386,-1.164467005,1.017766497,0.49764467,88.74416244,23.04365482,19.05025381,113.2416244,0.50235533,88.37715736,21.25837563,19.43604061,113.7192893,-0.13119797,0.492893401,1.297461929,-0.201015228,-2.522335025
Brett Nansel,381,175.5832021,46.7664042,40.43805774,222.7291339,0.203149606,1.215485564,0.37664042,1.172178478,0.598188976,88.20341207,22.94566929,20.27139108,112.8973753,0.401811024,87.37034121,23.82073491,20.15879265,109.8622047,0.05347769,0.896062992,-1.46824147,0.47847769,0.790813648
Pat O'Connell,12,187.7,48.7,43.2,233.8,11.1,1.6,3.2,4.4,0.5,95.2,27.2,20.2,116.5,0.5,92.5,21.5,23,117.3,-0.162,2.7,5.1,-2.5,-3.3
J.T. Orr,658,171.9085106,45.79422492,40.55334347,212.3989362,0.490121581,0.044224924,0.232826748,0.324772036,0.597221884,85.8831307,22.89240122,20.18738602,107.4869301,0.402778116,86.02507599,22.91854103,20.35440729,104.9208207,0.034331307,-0.079787234,-0.755927052,0.343920973,0.036930091
Gediminas Petraitis,533,174.756848,45.78630394,40.16904315,220.988743,-0.163602251,0.194934334,-0.003001876,1.003189493,0.547797373,87.13208255,23.19662289,19.90506567,111.2549719,0.452202627,87.61275797,22.60393996,20.26641651,109.7639775,-0.048750469,-0.410131332,-0.016510319,0.066228893,-0.785553471
Jamahl Ralls,12,180,57,46.8,245,3.4,9.9,6.8,15.6,0.667,93.2,29.5,23.2,127,0.333,86.8,27.5,23.7,118,0.171,6.3,1.4,-0.2,6.5
Phenizee Ransom,248,176.6528226,44.05403226,39.56209677,223.433871,-0.031451613,-1.497983871,-0.492741935,-1.247983871,0.552471774,88.49193548,22.00524194,19.84717742,112.8919355,0.447528226,88.17540323,22.06048387,19.73387097,110.5229839,-0.028524194,0.347580645,-0.581048387,0.384677419,0.323790323
Jenna Reneau,10,183.2,41.4,40.8,239.8,6.6,-5.7,0.8,10.4,0.6,89.8,22.6,19.6,119.2,0.4,93.4,18.8,21.2,120.6,0.038,-3.6,3.2,-1.3,-3.9
Derek Richardson,1486,164.5347241,49.27812921,43.02806191,202.0010767,-0.652557201,0.900807537,0.689636608,0.77705249,0.58337214,82.12254374,25.17846568,21.17873486,102.4106999,0.41662786,82.40410498,24.08761777,21.84858681,99.6025572,-0.019571332,-0.39064603,0.153903096,-0.048384926,-0.103364738
Natalie Sago,296,176.5560811,47.00608108,40.3972973,226.3712838,-0.284459459,1.375337838,0.4,0.894932432,0.510189189,87.74864865,23.77128378,20.07702703,113.9425676,0.489810811,88.82905405,23.25,20.32027027,112.4179054,-0.111472973,-1.010810811,0.052702703,0.002702703,-0.547297297
Jenna Schroeder,172,176.7401163,45.14883721,39.18546512,226.1366279,0.025,-0.305232558,-0.605813953,0.559883721,0.476662791,88.58604651,22.86802326,19.04825581,113.4883721,0.523337209,88.13197674,22.2372093,20.1372093,112.6889535,-0.167755814,0.602325581,0.150581395,-0.853488372,-1.127906977
Brandon Schwab,143,177.9447552,45.10769231,38.62587413,225.0699301,1.425874126,-0.575524476,-0.987412587,-1.366433566,0.580440559,89.60559441,22.77132867,19.27062937,114.1993007,0.419559441,88.33916084,22.33636364,19.36923077,110.9293706,0.028188811,1.323076923,-0.056643357,0.178321678,1.184615385
Danielle Scott,77,178.3090909,42.13636364,37.77402597,228.6857143,1.812987013,-2.324675325,-1.453246753,4.555844156,0.54561039,88.15064935,20.80909091,19.24025974,114.7662338,0.45438961,90.15844156,21.29350649,18.49090909,113.9623377,-0.016116883,-1.890909091,-0.894805195,0.920779221,-0.855844156
Evan Scott,195,176.3984615,45.89794872,39.39692308,226.3153846,-0.397435897,0.326666667,-0.531282051,0.778974359,0.599902564,88.19435897,23.13692308,19.47384615,114.5507692,0.400097436,88.24512821,22.76102564,19.92307692,111.7646154,0.073584615,0.06,-0.158461538,-0.190769231,0.835897436
Kevin Scott,722,172.8301939,45.03421053,40.05263158,214.4727147,0.85900277,-0.702770083,-0.206094183,0.942382271,0.580342105,86.05623269,23.23767313,19.59515235,108.4357341,0.419657895,86.79404432,21.78351801,20.44626039,106.0369806,0.00484903,-0.632825485,0.695844875,-0.355955679,-0.073961219
Aaron Smith,459,175.5864924,44.30196078,38.74139434,221.1511983,0.105228758,-1.196949891,-1.364705882,-0.344444444,0.590599129,87.91176471,22.44488017,19.20152505,111.895207,0.409400871,87.67472767,21.81481481,19.51372549,109.2559913,0.03851634,0.307407407,0.050980392,0.048366013,0.423311547
Michael Smith,1797,165.0166388,49.77735114,43.40139121,202.4657206,-0.55409015,1.196160267,0.989482471,0.1786867,0.595951029,82.67440178,25.46304953,21.34028937,102.772788,0.404075682,82.3327212,24.29232053,22.04991653,99.70845854,0.006966055,0.188425153,0.240122426,-0.099220924,0.143127435
Jonathan Sterling,318,176.363522,44.92955975,40.72641509,223.5355346,-0.003459119,-0.384591195,0.613836478,0.116981132,0.619345912,88.37578616,22.85597484,20.15597484,113.3201258,0.380654088,87.98710692,22.09056604,20.59968553,110.2154088,0.103490566,0.442138365,0.261006289,-0.15754717,1.016352201
Ben Taylor,651,172.6271889,46.87557604,41.32826421,217.9844854,-0.799231951,1.187096774,1.073732719,1.37235023,0.566738863,86.38817204,23.41858679,20.76082949,110.2258065,0.433261137,86.23241167,23.44823349,20.55069124,107.7508449,-0.014047619,0.226574501,-0.701843318,0.64500768,0.143471582
Dedric Taylor,574,174.4125436,46.2825784,40.13188153,218.6489547,0.307839721,0.698083624,-0.076480836,0.771428571,0.581848432,87.32334495,23.68954704,19.57700348,110.5163763,0.418151568,87.11898955,22.57421603,20.54372822,108.1423345,0.018883275,0.280139373,0.417595819,-0.519512195,0.091637631
Josh Tiven,861,169.8109175,47.30011614,40.61509872,213.075842,-1.459930314,1.43495935,0.340069686,0.734494774,0.562189315,84.84622532,24.08118467,20.09500581,107.4836237,0.437810685,84.98350755,23.21056911,20.52810685,105.5918699,-0.034012776,-0.070150987,0.095934959,0.073286876,-0.619512195
Scott Twardoski,698,171.8058739,45.68739255,40.43710602,211.9243553,0.006160458,0.061031519,0.204297994,-0.982951289,0.590388252,85.96919771,23.13538682,19.98681948,107.3275072,0.409703438,85.82808023,22.5504298,20.45730659,104.5958453,0.024896848,0.190830946,-0.162034384,0.047277937,0.298280802
Justin Van Duyne,562,173.155516,44.83558719,39.9272242,215.8238434,-0.678469751,-0.822597865,-0.228825623,-1.790213523,0.560300712,86.19377224,22.90551601,19.71992883,108.9530249,0.439699288,86.96174377,21.92046263,20.23914591,106.861032,-0.025183274,-0.693238434,0.316014235,-0.047508897,-0.233274021
Scott Wall,1534,165.3808996,47.71512386,41.66988266,201.2663625,-0.067470665,-0.576401565,-0.584419817,-0.601629726,0.591941982,82.81766623,24.22744459,20.52301173,101.9928292,0.408058018,82.56303781,23.4880704,21.14947849,99.28239896,-0.000395698,0.114211213,-0.169947849,-0.02946545,-0.168970013
C.J. Washington,340,173.6294118,46.73294118,40.90588235,220.6402941,-1.631176471,1.237352941,0.802058824,-0.333235294,0.520794118,86.81735294,23.67735294,20.18764706,110.9923529,0.479205882,86.78617647,23.05558824,20.71823529,109.6497059,-0.100955882,0.079117647,0.040588235,-0.164117647,-0.920294118
Tom Washington,1855,164.9153639,49.65816712,43.29520216,201.3713747,-0.442048518,0.658760108,0.59541779,0.003989218,0.60649973,82.59800539,25.57460916,21.13730458,102.4679784,0.39350027,82.30679245,24.08625337,22.15423181,98.90684636,0.022952022,0.125929919,0.486846361,-0.347493261,0.53212938
James Williams,825,172.1410909,45.47236364,40.01248485,212.998303,0.820848485,-0.410424242,-0.274545455,0.549454545,0.567075152,86.24072727,23.05151515,19.64642424,107.6284848,0.432924848,85.89333333,22.42375758,20.35915152,105.3552727,-0.024027879,0.430787879,-0.144,-0.240606061,-0.199393939
Leon Wood,1616,166.1185644,47.42048267,42.3075495,201.9115718,0.723143564,-0.818811881,0.126113861,0.171905941,0.584799505,83.04257426,24.23595297,20.76844059,102.3030941,0.415200495,83.07759901,23.20222772,21.52240099,99.62035891,-0.015361386,-0.145173267,0.124628713,-0.14740099,-0.214851485
Sean Wright,1128,168.0852837,48.59893617,42.0429078,209.1798759,-0.465868794,1.531117021,1.06037234,0.688475177,0.591361702,84.10159574,24.56799645,20.86719858,106.0410461,0.408638298,83.96179078,24.01480496,21.16551418,103.1388298,0.01268883,0.156914894,-0.36072695,0.304609929,0.246631206
Zach Zarba,1311,167.7720824,47.15476735,41.23974066,207.013196,0.15682685,-0.264454615,-0.064988558,0.404500381,0.553832189,83.97376049,23.7559878,20.42158658,104.4783371,0.446167811,83.80312738,23.39923722,20.84309687,102.5239512,-0.067024409,0.151182304,-0.594279176,0.199618612,-0.780091533
Bruce Alexander,690,168.3468116,53.26623188,45.86101449,205.1684058,0.255072464,-0.829565217,0.15942029,0.545942029,0.644966667,84.19376812,27.52913043,22.45101449,104.9563768,0.355033333,84.15855072,25.74057971,23.41507246,100.2327536,0.047134783,-0.263188406,0.241014493,0.022898551,0.738115942
Hank Armstrong,601,166.6234609,55.63028286,47.30798669,204.3454243,-1.212978369,2.027287854,1.569384359,0.865058236,0.608955075,83.2515807,28.77021631,23.08951747,104.0387687,0.391044925,83.3718802,26.89400998,24.19966722,100.3123128,-0.024364393,-0.42063228,0.423793677,-0.202828619,-0.222462562
Dick Bavetta,1711,163.0043834,52.4849211,45.41846873,199.5012858,-1.459848042,1.111221508,1.258562244,0.358971362,0.572264173,81.9912332,26.20765634,22.64079486,101.0663355,0.427763881,81.0100526,26.28270018,22.77364115,98.43243717,-0.076531268,0.741905319,-1.349970777,0.693687902,-0.901753361
Gary Benson,879,165.1001138,52.04857793,44.59624573,198.1861206,-0.329351536,-0.290443686,-0.448350398,-1.03367463,0.605232082,82.72650739,26.7,21.71296928,101.0930603,0.394767918,82.38532423,25.34141069,22.87042093,97.09783845,-0.020744027,0.000113766,0.077246871,-0.365984073,0.256541524
Ted Bernhardt,934,163.8993576,53.12291221,45.67687366,199.6280514,-1.361456103,0.887152034,0.650963597,0.699250535,0.619913276,82.2130621,27.35535332,22.35524625,101.6817987,0.380138116,81.70845824,25.77880086,23.33040685,97.95438972,0.01056531,0.173875803,0.339186296,-0.186830835,0.021520343
Joe Borgia,558,168.446595,53.17114695,45.10304659,204.8494624,0.044265233,-1.121505376,-0.618996416,-0.727777778,0.612908602,84.4218638,27.23405018,22.12562724,104.2924731,0.387091398,84.0234767,25.94659498,22.96021505,100.5476703,-0.016241935,0.065412186,-0.316666667,0.181003584,-0.249283154
James Capers Sr.,278,174.0028777,54.80359712,46.32122302,211.6485612,-0.630215827,-0.973381295,0.184532374,-1.453956835,0.582589928,86.8147482,27.98669065,22.77841727,107.7169065,0.417410072,87.1881295,26.79316547,23.58417266,103.9316547,-0.124697842,-0.515467626,-0.917266187,0.469064748,-0.972302158
Jim Clark,1330,164.7750376,53.33879699,45.28864662,200.8384962,0.190300752,1.071278195,0.437969925,1.479398496,0.59247594,82.55759398,27.18556391,22.35977444,101.9731579,0.40757218,82.2218797,26.13383459,22.94932331,98.8706015,-0.041824812,0.043458647,-0.278646617,0.25075188,-0.55481203
Dan Crawford,1907,165.7359727,49.82884111,43.24546408,199.431935,0.883953854,-0.897325642,-0.431410593,-0.265338228,0.618303094,82.96224436,25.53932879,21.18028317,101.4402727,0.381730467,82.78536969,24.29255375,22.07556371,97.98484531,0.022327216,-0.033665443,0.006187729,-0.090456214,0.041059255
Joe Crawford,1754,166.9231471,47.84310148,42.01282782,197.8055872,2.225997719,-3.285917902,-1.983580388,-1.466191562,0.587246294,83.52240593,24.36431015,20.74640821,100.3375143,0.412753706,83.39236032,23.46761688,21.26761688,97.46254276,-0.044464652,-0.091505131,-0.348346636,0.294127708,-0.624230331
Bob Delaney,1423,164.3910049,51.01257906,44.20330288,197.8674631,-0.072382291,-0.933520731,-0.300843289,-1.468868587,0.611301476,82.35544624,26.15657063,21.68840478,100.7611384,0.388698524,82.04666198,24.85200281,22.50337316,97.10646521,-0.001109628,0.016303584,0.013281799,0.010822207,0.066127899
Terry Durham,794,166.038665,54.18866499,46.43916877,201.6675063,-0.532367758,0.979345088,0.94861461,0.056423174,0.622163728,82.96649874,27.74319899,22.85629723,102.7953401,0.377836272,83.06687657,26.45667506,23.60982368,98.88047859,0.012428212,-0.419017632,-0.064861461,0.118639798,0.120151134
Hugh Evans,842,166.507601,54.9692399,46.80071259,204.0133017,-0.669833729,1.340261283,1.13824228,1.157719715,0.621194774,83.27565321,28.36294537,22.75890736,103.8324228,0.378862233,83.22304038,26.63111639,24.03610451,100.1893112,0.004195962,-0.269239905,0.274940618,-0.371615202,-0.234441805
Nolan Fine,934,165.15803,55.25246253,47.13479657,201.5894004,-0.481477516,2.799571734,2.030835118,1.93993576,0.602847966,82.69743041,28.19646681,23.15299786,102.6773019,0.397152034,82.4624197,27.09550321,24.00567452,98.8993576,-0.026127409,-0.098929336,-0.170449679,-0.059421842,0.01124197
Joe Forte,1407,163.8109453,53.14051173,45.04506041,200.4196873,-0.622459133,1.019545131,0.29445629,1.279033404,0.596937456,82.42196162,27.0079602,22.19161336,101.9395878,0.403062544,81.39253731,26.1525231,22.85977257,98.48898365,-0.029810945,0.723240938,-0.434257285,0.144491827,-0.158635394
Bernie Fryer,1114,165.2324955,51.91373429,44.16050269,199.2037702,0.154039497,-0.543357271,-0.973608618,-0.111849192,0.593255835,82.82172352,26.73070018,21.61140036,101.1953321,0.406744165,82.41499102,25.18572711,22.54362657,98.01687612,-0.043710054,0.144883303,0.272172352,-0.090394973,-0.537971275
